transaction_id,vendor_id,vendor_name,department,invoice_number,amount,posting_datetime,approved_by,is_planted_anomaly,anomaly_type
T102976,V1118,Nelson LLC,Operations,INV-43419,47036.76,2025-08-05 14:04:00,Brandon W.,False,
T100923,V1127,Price Ltd,Facilities,INV-72613,30221.59,2025-08-05 14:44:00,Michael G.,False,
T101146,V1070,"Evans, Alvarado and Mcmillan",Marketing,INV-55706,39266.65,2025-08-05 14:57:00,Brenda L.,False,
T100500,V1107,Riggs PLC,Legal,INV-47762,20674.88,2025-08-05 15:07:00,Elizabeth M.,False,
T102391,V1088,Johnson and Sons,IT,INV-90460,41197.97,2025-08-05 15:51:00,Chloe B.,False,
T105670,V1052,Martin Group,IT,INV-90511,49685.37,2025-08-05 16:07:00,Sarah M.,False,
T104735,V1070,"Evans, Alvarado and Mcmillan",HR,INV-62822,39115.78,2025-08-05 16:22:00,David C.,False,
T102310,V1127,Price Ltd,Legal,INV-23159,36200.09,2025-08-05 16:56:00,Lance N.,False,
T102295,V1069,"Riggs, Roman and Rice",HR,INV-42289,94515.47,2025-08-05 18:30:00,Audrey J.,False,
T105220,V1104,Campbell Ltd,HR,INV-81660,57400.83,2025-08-05 18:46:00,Steven S.,False,
T103852,V1112,Grant Inc,Operations,INV-83373,62628.75,2025-08-06 09:13:00,Kimberly E.,False,
T101899,V1127,Price Ltd,Procurement,INV-85751,31285.04,2025-08-06 09:38:00,Ryan B.,False,
T105333,V1043,"Young, Caldwell and Lewis",Operations,INV-94430,59928.7,2025-08-06 09:48:00,Joshua T.,False,
T101507,V1073,"Walters, Baker and Freeman",Marketing,INV-58799,23087.91,2025-08-06 10:13:00,James M.,False,
T103841,V1116,Larsen LLC,Marketing,INV-52872,22487.01,2025-08-06 10:42:00,Michele B.,False,
T103013,V1137,Marshall LLC,Operations,INV-27881,15624.45,2025-08-06 10:43:00,Victor M.,False,
T102689,V1074,Davis Group,Marketing,INV-84890,8584.5,2025-08-06 10:56:00,Elizabeth S.,False,
T100252,V1120,Mccarthy Inc,Operations,INV-39466,42273.31,2025-08-06 11:07:00,Brittney H.,False,
T101896,V1139,Oconnell Inc,Facilities,INV-69558,111565.91,2025-08-06 11:39:00,Stacy R.,False,
T102719,V1033,Koch-Decker,Legal,INV-62870,138811.44,2025-08-06 11:43:00,Trevor A.,False,
T105080,V1088,Johnson and Sons,Procurement,INV-23968,43523.5,2025-08-06 12:18:00,Dakota R.,False,
T102051,V1104,Campbell Ltd,Marketing,INV-72818,38168.36,2025-08-06 12:33:00,Crystal B.,False,
T104820,V1073,"Walters, Baker and Freeman",HR,INV-34687,54702.04,2025-08-06 12:42:00,Scott S.,False,
T104875,V1062,Donovan-Harris,Marketing,INV-43413,55377.06,2025-08-06 13:05:00,David O.,False,
T100701,V1112,Grant Inc,Marketing,INV-40102,44990.16,2025-08-06 13:34:00,Jessica S.,False,
T103153,V1055,Horton-Cross,HR,INV-49526,40051.1,2025-08-06 14:09:00,Lindsay M.,False,
T103624,V1134,"Williams, Crane and Walker",HR,INV-84488,98754.65,2025-08-06 14:36:00,Katrina P.,False,
T102979,V1088,Johnson and Sons,Facilities,INV-80242,127314.28,2025-08-06 14:44:00,Ashley S.,False,
T103778,V1062,Donovan-Harris,HR,INV-13071,31350.7,2025-08-06 15:32:00,Holly G.,False,
T103017,V1076,Martin-Ramos,Operations,INV-55227,23993.57,2025-08-06 15:44:00,Sara B.,False,
T100155,V1134,"Williams, Crane and Walker",Facilities,INV-77889,187253.75,2025-08-06 17:14:00,Christina Y.,False,
T103716,V1033,Koch-Decker,Marketing,INV-78274,72720.74,2025-08-07 07:46:00,Lauren O.,False,
T103560,V1050,Ramos PLC,Marketing,INV-19288,96982.16,2025-08-07 09:40:00,Ashley H.,False,
T101846,V1080,Fleming Ltd,Facilities,INV-88134,36911.56,2025-08-07 10:25:00,James M.,False,
T101084,V1053,Barrera-Martin,IT,INV-96772,50149.25,2025-08-07 11:05:00,Samantha W.,False,
T104237,V1121,Daniels-Perry,Procurement,INV-81213,81621.53,2025-08-07 11:41:00,Chelsea M.,False,
T101439,V1139,Oconnell Inc,Operations,INV-43244,150856.2,2025-08-07 11:41:00,Joseph W.,False,
T103145,V1073,"Walters, Baker and Freeman",Facilities,INV-56309,27622.9,2025-08-07 12:24:00,Timothy T.,False,
T101999,V1118,Nelson LLC,Legal,INV-98918,27684.49,2025-08-07 13:21:00,Michael P.,False,
T102694,V1076,Martin-Ramos,Marketing,INV-66689,7322.66,2025-08-07 13:28:00,Jason B.,False,
T102606,V1033,Koch-Decker,HR,INV-95200,59981.88,2025-08-07 13:41:00,Kenneth M.,False,
T102400,V1011,Stanley LLC,Operations,INV-16255,51529.41,2025-08-07 15:18:00,Belinda B.,False,
T104943,V1033,Koch-Decker,Operations,INV-43442,90128.93,2025-08-07 15:35:00,Mary G.,False,
T102937,V1011,Stanley LLC,Legal,INV-32049,65554.58,2025-08-07 15:43:00,Rebecca J.,False,
T100376,V1112,Grant Inc,Procurement,INV-74260,54459.67,2025-08-07 15:43:00,Eileen A.,False,
T105438,V1043,"Young, Caldwell and Lewis",Legal,INV-40360,95343.74,2025-08-07 16:55:00,Kevin C.,False,
T104164,V1107,Riggs PLC,IT,INV-39214,8508.49,2025-08-07 17:09:00,Christopher E.,False,
T105593,V1132,Murphy-Juarez,IT,INV-96146,161.56,2025-08-07 18:51:00,Jodi C.,False,
T102854,V1001,Rhodes PLC,HR,INV-49612,72650.82,2025-08-07 19:16:00,Geoffrey R.,False,
T102785,V1134,"Williams, Crane and Walker",Facilities,INV-38020,68776.62,2025-08-08 07:07:00,Roger P.,False,
T103052,V1051,"Kidd, Huff and Novak",HR,INV-11052,23933.9,2025-08-08 09:38:00,Justin Y.,False,
T103058,V1051,"Kidd, Huff and Novak",Marketing,INV-23508,12946.6,2025-08-08 10:12:00,Paul P.,False,
T105808,V1074,Davis Group,HR,INV-14137,16279.12,2025-08-08 10:20:00,Thomas M.,False,
T105549,V1034,Allen PLC,Procurement,INV-27842,31567.73,2025-08-08 10:21:00,Amanda V.,False,
T106088,V9999,Meridian Consulting Partners LLC,Operations,INV-81761,5397.39,2025-08-08 10:58:00,Marcus T.,True,fabricated_invoice_benford
T100033,V1121,Daniels-Perry,Operations,INV-62350,30703.33,2025-08-08 11:57:00,Andre P.,False,
T102470,V1104,Campbell Ltd,Marketing,INV-70129,38522.37,2025-08-08 12:26:00,Kimberly S.,False,
T102633,V1023,Campos Inc,Operations,INV-91163,1489.1,2025-08-08 12:56:00,Peter W.,False,
T103037,V1067,Ibarra-Suarez,Facilities,INV-80310,45239.85,2025-08-08 12:57:00,Samantha S.,False,
T101366,V1134,"Williams, Crane and Walker",Procurement,INV-51053,135305.02,2025-08-08 15:10:00,Jessica H.,False,
T100934,V1069,"Riggs, Roman and Rice",Legal,INV-28327,124878.64,2025-08-08 15:20:00,Donald P.,False,
T102675,V1127,Price Ltd,Facilities,INV-16054,47171.55,2025-08-08 15:40:00,Sandra M.,False,
T101184,V1134,"Williams, Crane and Walker",Marketing,INV-10611,86799.34,2025-08-08 17:30:00,Jade B.,False,
T100919,V1011,Stanley LLC,Procurement,INV-22475,50531.79,2025-08-08 17:41:00,Adam L.,False,
T103357,V1137,Marshall LLC,Facilities,INV-56890,15441.55,2025-08-08 17:50:00,Jane O.,False,
T105371,V1002,Johnson-Davis,Procurement,INV-81991,11962.89,2025-08-11 08:21:00,Paul L.,False,
T100306,V1134,"Williams, Crane and Walker",Legal,INV-93066,169715.4,2025-08-11 09:06:00,Scott C.,False,
T104397,V1052,Martin Group,Procurement,INV-74286,65287.6,2025-08-11 09:24:00,Crystal B.,False,
T103053,V1092,Johnson-Carlson,IT,INV-46991,15349.34,2025-08-11 09:30:00,Julia P.,False,
T105023,V1126,Freeman LLC,HR,INV-15167,18364.6,2025-08-11 09:49:00,Jennifer C.,False,
T105321,V1050,Ramos PLC,HR,INV-16076,23443.21,2025-08-11 09:50:00,Annette P.,False,
T103550,V1050,Ramos PLC,Operations,INV-35204,57948.86,2025-08-11 09:52:00,Paul B.,False,
T104586,V1050,Ramos PLC,Facilities,INV-73876,75262.27,2025-08-11 10:54:00,Natasha G.,False,
T101662,V1069,"Riggs, Roman and Rice",Legal,INV-25799,101482.74,2025-08-11 11:26:00,Jessica M.,False,
T106118,V9999,Meridian Consulting Partners LLC,Operations,INV-24688,7564.98,2025-08-11 12:06:00,Marcus T.,True,fabricated_invoice_benford
T104857,V1024,Conner Group,Legal,INV-88606,2820.11,2025-08-11 12:37:00,Lauren L.,False,
T100773,V1043,"Young, Caldwell and Lewis",Legal,INV-53420,78918.42,2025-08-11 12:41:00,Sherry M.,False,
T103621,V1134,"Williams, Crane and Walker",Marketing,INV-17486,66931.51,2025-08-11 12:55:00,Diane R.,False,
T103942,V1001,Rhodes PLC,IT,INV-60340,59374.1,2025-08-11 13:05:00,Cynthia J.,False,
T102392,V1129,"Ferguson, Meadows and Vargas",Marketing,INV-22182,6212.09,2025-08-11 13:40:00,Amanda S.,False,
T104408,V1127,Price Ltd,Operations,INV-78679,54240.55,2025-08-11 13:47:00,David H.,False,
T103810,V1002,Johnson-Davis,HR,INV-98694,11401.86,2025-08-11 14:18:00,Julie S.,False,
T104955,V1051,"Kidd, Huff and Novak",IT,INV-53011,11726.35,2025-08-11 14:30:00,Hailey A.,False,
T105387,V1104,Campbell Ltd,Marketing,INV-61024,53078.65,2025-08-11 14:38:00,Joseph R.,False,
T101866,V1118,Nelson LLC,Legal,INV-54852,49540.02,2025-08-11 15:36:00,Christian A.,False,
T102672,V1002,Johnson-Davis,HR,INV-18569,28458.96,2025-08-11 15:56:00,Tara W.,False,
T103963,V1113,Contreras-Travis,Marketing,INV-46924,21195.03,2025-08-11 17:03:00,Brent S.,False,
T102475,V1084,Pham-Shields,Marketing,INV-14861,1777.34,2025-08-11 17:03:00,Adam Z.,False,
T105196,V1034,Allen PLC,HR,INV-31782,36912.63,2025-08-11 17:14:00,Richard W.,False,
T103485,V1115,"Griffin, Moore and Hensley",Facilities,INV-79018,22794.34,2025-08-12 07:06:00,Jeffery C.,False,
T101055,V1011,Stanley LLC,HR,INV-73858,47592.32,2025-08-12 07:50:00,Christopher M.,False,
T102422,V1112,Grant Inc,HR,INV-80593,47288.22,2025-08-12 09:53:00,Thomas A.,False,
T105713,V1120,Mccarthy Inc,Marketing,INV-67253,15059.74,2025-08-12 09:56:00,Megan O.,False,
T105740,V1034,Allen PLC,Facilities,INV-77552,44506.59,2025-08-12 10:11:00,Stephen M.,False,
T101368,V1007,Davis Inc,Legal,INV-57118,91403.39,2025-08-12 10:17:00,Rachel P.,False,
T104966,V1104,Campbell Ltd,Legal,INV-66645,32195.68,2025-08-12 10:25:00,John C.,False,
T102906,V1139,Oconnell Inc,Facilities,INV-39301,129967.74,2025-08-12 10:51:00,Kimberly B.,False,
T103316,V1139,Oconnell Inc,HR,INV-87763,117667.87,2025-08-12 11:00:00,Bobby H.,False,
T104438,V1050,Ramos PLC,IT,INV-67423,96458.79,2025-08-12 11:39:00,Justin L.,False,
T105133,V1030,Harrell LLC,IT,INV-10400,4024.96,2025-08-12 12:03:00,Michaela R.,False,
T102363,V1062,Donovan-Harris,Marketing,INV-15346,17155.53,2025-08-12 12:07:00,Angela B.,False,
T100207,V1025,James-Ferrell,HR,INV-87656,26209.96,2025-08-12 12:52:00,Ralph B.,False,
T100425,V1069,"Riggs, Roman and Rice",Marketing,INV-20205,62802.74,2025-08-12 13:01:00,Rebecca S.,False,
T105992,V1055,Horton-Cross,Facilities,INV-31327,67602.45,2025-08-12 13:17:00,Nicholas P.,False,
T104863,V1017,Underwood LLC,Operations,INV-54864,1366.16,2025-08-12 13:50:00,Leslie C.,False,
T100490,V1075,Smith and Sons,Facilities,INV-69130,22418.55,2025-08-12 14:05:00,Anthony L.,False,
T102397,V1082,Hancock and Sons,Legal,INV-72601,1763.43,2025-08-12 14:05:00,Heather H.,False,
T102251,V1116,Larsen LLC,Marketing,INV-93288,13674.55,2025-08-12 14:12:00,Paula F.,False,
T104885,V1053,Barrera-Martin,Legal,INV-34382,39959.7,2025-08-12 14:17:00,Zachary M.,False,
T103287,V1034,Allen PLC,IT,INV-96455,307761.05,2025-08-12 14:24:00,Matthew W.,False,
T103345,V1121,Daniels-Perry,Marketing,INV-35304,47493.92,2025-08-12 14:32:00,Teresa B.,False,
T100431,V1139,Oconnell Inc,Marketing,INV-78676,67885.79,2025-08-12 14:37:00,Cindy B.,False,
T100430,V1069,"Riggs, Roman and Rice",Procurement,INV-41891,91063.12,2025-08-12 15:54:00,John F.,False,
T104340,V1086,Garrison and Sons,Facilities,INV-12898,25187.74,2025-08-12 16:04:00,Linda C.,False,
T104269,V1069,"Riggs, Roman and Rice",Legal,INV-26366,81552.35,2025-08-13 07:19:00,Nicholas H.,False,
T104046,V1121,Daniels-Perry,Legal,INV-17836,36551.54,2025-08-13 08:30:00,Sean G.,False,
T101229,V1012,Delacruz Group,Operations,INV-59774,62288.34,2025-08-13 09:11:00,Kristina L.,False,
T105620,V1126,Freeman LLC,HR,INV-37601,39217.17,2025-08-13 09:22:00,David R.,False,
T100709,V1001,Rhodes PLC,Operations,INV-38477,92373.35,2025-08-13 10:14:00,Tiffany D.,False,
T101605,V1139,Oconnell Inc,IT,INV-81137,58386.18,2025-08-13 10:35:00,Charles P.,False,
T104139,V1012,Delacruz Group,IT,INV-85069,16323.78,2025-08-13 11:15:00,Christopher W.,False,
T102456,V1121,Daniels-Perry,Marketing,INV-24539,62604.42,2025-08-13 11:51:00,Kayla S.,False,
T104919,V1062,Donovan-Harris,Marketing,INV-62329,25827.28,2025-08-13 12:16:00,Joshua D.,False,
T104134,V1033,Koch-Decker,IT,INV-24553,123381.44,2025-08-13 12:59:00,Rachel V.,False,
T103594,V1094,"Lee, Williams and Graham",IT,INV-15730,10108.49,2025-08-13 13:11:00,Judith J.,False,
T103708,V1055,Horton-Cross,Facilities,INV-47811,47459.01,2025-08-13 13:14:00,Christopher K.,False,
T102199,V1091,Wilson LLC,HR,INV-98672,9006.57,2025-08-13 14:33:00,Jay K.,False,
T102306,V1045,Davis Group,IT,INV-94466,11817.26,2025-08-13 14:40:00,Christian L.,False,
T101602,V1023,Campos Inc,Facilities,INV-12798,960.15,2025-08-13 14:46:00,Jamie P.,False,
T106073,V1085,Moore-Haynes,Procurement,INV-74528,5000.0,2025-08-13 15:18:00,Nicole K.,True,round_dollar
T106142,V1036,"Cannon, Anderson and Alvarez",IT,INV-26671,7817.65,2025-08-13 15:31:00,Victoria D.,True,statistical_outlier
T100846,V1118,Nelson LLC,HR,INV-69303,49450.48,2025-08-13 15:46:00,Kristen S.,False,
T104309,V1086,Garrison and Sons,IT,INV-30868,24984.01,2025-08-13 15:57:00,Victor S.,False,
T105607,V1088,Johnson and Sons,Facilities,INV-84847,58249.13,2025-08-13 16:00:00,Jennifer J.,False,
T100258,V1087,Bailey-Hoover,Operations,INV-15224,8521.97,2025-08-13 16:05:00,Ronald R.,False,
T103911,V1069,"Riggs, Roman and Rice",Operations,INV-69827,76567.4,2025-08-13 16:51:00,Mark D.,False,
T105958,V1139,Oconnell Inc,Procurement,INV-53438,91190.83,2025-08-13 16:53:00,Marc J.,False,
T105143,V1062,Donovan-Harris,Facilities,INV-12247,25270.75,2025-08-13 17:57:00,Dylan A.,False,
T102463,V1121,Daniels-Perry,Legal,INV-10863,34070.84,2025-08-13 18:26:00,Tiffany G.,False,
T105734,V1115,"Griffin, Moore and Hensley",Procurement,INV-64339,78474.8,2025-08-13 18:43:00,Raymond T.,False,
T104447,V1092,Johnson-Carlson,Legal,INV-67741,23253.72,2025-08-13 19:01:00,David C.,False,
T100537,V1121,Daniels-Perry,Facilities,INV-18812,81137.47,2025-08-13 19:02:00,Anthony S.,False,
T106072,V1014,"Zuniga, Wong and Lynch",Operations,INV-54536,15000.0,2025-08-14 07:40:00,Colton W.,True,round_dollar
T100298,V1079,Parker Inc,Operations,INV-69890,404.68,2025-08-14 08:06:00,Joyce B.,False,
T100884,V1001,Rhodes PLC,Facilities,INV-65725,263779.42,2025-08-14 09:34:00,Sandra K.,False,
T100813,V1088,Johnson and Sons,Marketing,INV-95332,84346.87,2025-08-14 10:21:00,Sandra C.,False,
T104211,V1075,Smith and Sons,Legal,INV-89071,15504.27,2025-08-14 11:08:00,Kimberly R.,False,
T101837,V1134,"Williams, Crane and Walker",Procurement,INV-45737,98574.82,2025-08-14 11:42:00,Joseph M.,False,
T104506,V1011,Stanley LLC,Operations,INV-33833,20203.07,2025-08-14 12:37:00,Daniel S.,False,
T104376,V1112,Grant Inc,Legal,INV-33264,43451.0,2025-08-14 12:45:00,Tonya W.,False,
T106030,V1139,Oconnell Inc,Facilities,INV-84647,9919.44,2025-08-14 13:03:00,Renee K.,True,just_below_threshold
T104103,V1062,Donovan-Harris,Legal,INV-33878,19060.36,2025-08-14 13:07:00,Ashley H.,False,
T105825,V1113,Contreras-Travis,Operations,INV-59959,44622.75,2025-08-14 13:19:00,Evan L.,False,
T100583,V1094,"Lee, Williams and Graham",Marketing,INV-70875,12678.55,2025-08-14 13:26:00,Brittney R.,False,
T105910,V1027,"Potter, Mack and Peterson",Operations,INV-47565,2992.79,2025-08-14 13:30:00,Carol H.,False,
T102867,V1003,"Johnson, Gonzalez and Santos",Operations,INV-24312,5649.35,2025-08-14 13:40:00,Charles J.,False,
T105563,V1081,"Henson, Russell and Oliver",IT,INV-94298,4551.58,2025-08-14 13:46:00,Natalie B.,False,
T102101,V1069,"Riggs, Roman and Rice",IT,INV-34182,123478.91,2025-08-14 15:16:00,Todd H.,False,
T103635,V1137,Marshall LLC,Marketing,INV-14850,11305.97,2025-08-14 16:00:00,Rhonda C.,False,
T104049,V1064,Bryant-Hickman,Legal,INV-26260,633.54,2025-08-14 16:27:00,Kathleen F.,False,
T100912,V1052,Martin Group,Procurement,INV-66072,84999.02,2025-08-14 16:29:00,Zachary A.,False,
T105586,V1011,Stanley LLC,HR,INV-71442,55754.34,2025-08-14 17:07:00,Allen B.,False,
T102292,V1115,"Griffin, Moore and Hensley",IT,INV-87264,22323.53,2025-08-14 17:26:00,Curtis D.,False,
T102186,V1073,"Walters, Baker and Freeman",Procurement,INV-33704,15633.09,2025-08-14 17:43:00,Ernest P.,False,
T101554,V1127,Price Ltd,IT,INV-64028,15682.6,2025-08-15 07:19:00,Patrick B.,False,
T102531,V1043,"Young, Caldwell and Lewis",IT,INV-94661,96738.19,2025-08-15 07:47:00,Sara M.,False,
T103486,V1139,Oconnell Inc,IT,INV-76036,212365.61,2025-08-15 08:44:00,Nicholas M.,False,
T104439,V1113,Contreras-Travis,Legal,INV-15380,114754.08,2025-08-15 09:38:00,Jeff H.,False,
T101965,V1025,James-Ferrell,IT,INV-23538,17855.15,2025-08-15 09:45:00,Deanna R.,False,
T101125,V1073,"Walters, Baker and Freeman",Legal,INV-63368,21274.34,2025-08-15 10:13:00,Kayla R.,False,
T105400,V1076,Martin-Ramos,IT,INV-61214,33937.65,2025-08-15 10:38:00,Eric T.,False,
T105588,V1034,Allen PLC,HR,INV-38478,108725.37,2025-08-15 10:50:00,Brandon B.,False,
T102303,V1104,Campbell Ltd,Procurement,INV-61508,40536.42,2025-08-15 11:24:00,Sean K.,False,
T101545,V1002,Johnson-Davis,Facilities,INV-27206,26969.61,2025-08-15 11:40:00,Dwayne B.,False,
T102934,V1121,Daniels-Perry,Marketing,INV-48152,32289.7,2025-08-15 11:44:00,Samantha P.,False,
T104091,V1139,Oconnell Inc,Marketing,INV-35873,83287.74,2025-08-15 12:05:00,Sheila A.,False,
T100684,V1007,Davis Inc,HR,INV-36922,26696.64,2025-08-15 12:07:00,Rebecca H.,False,
T105397,V1139,Oconnell Inc,Marketing,INV-92179,78511.22,2025-08-15 12:41:00,Kristopher B.,False,
T103120,V1104,Campbell Ltd,IT,INV-45231,44468.62,2025-08-15 13:14:00,Ryan P.,False,
T102364,V1055,Horton-Cross,HR,INV-83512,47407.7,2025-08-15 13:22:00,Michael B.,False,
T103753,V1115,"Griffin, Moore and Hensley",Marketing,INV-44170,41472.93,2025-08-15 13:27:00,Alyssa T.,False,
T106074,V1054,Baker-Bowers,Facilities,INV-26926,7500.0,2025-08-15 13:45:00,Thomas W.,True,round_dollar
T100072,V1116,Larsen LLC,Legal,INV-82132,25496.32,2025-08-15 13:51:00,Hannah H.,False,
T101772,V1130,Day and Sons,Operations,INV-88656,2576.13,2025-08-15 14:05:00,Brian A.,False,
T104552,V1069,"Riggs, Roman and Rice",Operations,INV-10827,79463.36,2025-08-15 14:11:00,Kevin C.,False,
T102223,V1011,Stanley LLC,Procurement,INV-14306,86517.44,2025-08-15 15:29:00,Tiffany R.,False,
T104320,V1012,Delacruz Group,Procurement,INV-42231,43478.72,2025-08-15 15:52:00,Stephanie W.,False,
T102815,V1009,"Martinez, Nielsen and Miller",Procurement,INV-18469,13120.58,2025-08-15 16:40:00,Shawn M.,False,
T100144,V1097,Alvarado-Martinez,HR,INV-38010,1909.38,2025-08-15 17:28:00,Craig K.,False,
T101683,V1034,Allen PLC,Facilities,INV-67732,76273.02,2025-08-15 17:39:00,April M.,False,
T106002,V1073,"Walters, Baker and Freeman",Procurement,INV-33704,15633.09,2025-08-16 17:43:00,Ernest P.,True,duplicate_payment
T100497,V1139,Oconnell Inc,Procurement,INV-20384,39857.85,2025-08-18 09:39:00,Gerald R.,False,
T101302,V1062,Donovan-Harris,HR,INV-19760,47046.57,2025-08-18 10:11:00,Michele C.,False,
T102823,V1126,Freeman LLC,Facilities,INV-45633,19055.68,2025-08-18 10:40:00,Donna M.,False,
T102436,V1033,Koch-Decker,Marketing,INV-12727,45708.18,2025-08-18 10:44:00,Emma A.,False,
T105754,V1080,Fleming Ltd,Facilities,INV-24674,33488.02,2025-08-18 10:57:00,Robin D.,False,
T103692,V1139,Oconnell Inc,Marketing,INV-92684,64182.61,2025-08-18 10:58:00,Kathryn K.,False,
T102104,V1073,"Walters, Baker and Freeman",Facilities,INV-79945,34949.84,2025-08-18 11:34:00,Jennifer W.,False,
T100008,V1070,"Evans, Alvarado and Mcmillan",IT,INV-10851,12636.94,2025-08-18 11:37:00,Ashlee W.,False,
T100441,V1139,Oconnell Inc,Operations,INV-94278,33416.28,2025-08-18 11:43:00,Andrew M.,False,
T103222,V1055,Horton-Cross,Facilities,INV-54436,51496.79,2025-08-18 11:50:00,Julie P.,False,
T104385,V1050,Ramos PLC,HR,INV-82674,119276.27,2025-08-18 12:07:00,Daniel H.,False,
T105455,V1067,Ibarra-Suarez,Procurement,INV-44722,54212.57,2025-08-18 12:59:00,Deanna B.,False,
T103020,V1121,Daniels-Perry,HR,INV-78618,77587.18,2025-08-18 13:10:00,Stephanie P.,False,
T105201,V1139,Oconnell Inc,Facilities,INV-90078,101273.18,2025-08-18 13:27:00,Brittany M.,False,
T100070,V1126,Freeman LLC,Marketing,INV-34050,42712.51,2025-08-18 14:08:00,John A.,False,
T104642,V1053,Barrera-Martin,Procurement,INV-44177,53056.72,2025-08-18 14:10:00,Scott B.,False,
T100371,V1001,Rhodes PLC,IT,INV-77271,78531.49,2025-08-18 14:49:00,Johnathan Y.,False,
T103675,V1050,Ramos PLC,Marketing,INV-40115,348481.32,2025-08-18 14:50:00,Kathleen S.,False,
T105526,V1069,"Riggs, Roman and Rice",IT,INV-16002,78358.29,2025-08-18 14:54:00,Nathaniel K.,False,
T104507,V1050,Ramos PLC,Procurement,INV-74456,51797.35,2025-08-18 14:57:00,Steven A.,False,
T102612,V1053,Barrera-Martin,Procurement,INV-61361,40081.43,2025-08-18 15:20:00,Michael W.,False,
T105337,V1052,Martin Group,Facilities,INV-54906,31583.14,2025-08-18 15:49:00,Amanda P.,False,
T103756,V1055,Horton-Cross,Facilities,INV-85039,38099.98,2025-08-18 17:26:00,Molly R.,False,
T100217,V1001,Rhodes PLC,Procurement,INV-22196,30871.3,2025-08-18 18:50:00,Darryl W.,False,
T102527,V1050,Ramos PLC,Marketing,INV-29527,70195.85,2025-08-19 09:42:00,Dennis M.,False,
T103353,V1053,Barrera-Martin,Procurement,INV-77024,37688.85,2025-08-19 10:10:00,Lisa G.,False,
T105692,V1054,Baker-Bowers,IT,INV-21793,8980.27,2025-08-19 10:25:00,Douglas H.,False,
T104118,V1033,Koch-Decker,Marketing,INV-83831,152335.92,2025-08-19 11:19:00,Albert C.,False,
T104799,V1088,Johnson and Sons,Legal,INV-39454,51591.38,2025-08-19 11:38:00,Vicki N.,False,
T105172,V1034,Allen PLC,Facilities,INV-22252,29250.12,2025-08-19 11:57:00,Eric C.,False,
T104020,V1002,Johnson-Davis,Legal,INV-33281,21251.27,2025-08-19 12:10:00,Dustin S.,False,
T100209,V1089,Lin-Rasmussen,Legal,INV-70910,2178.02,2025-08-19 12:15:00,Kaitlyn B.,False,
T102426,V1062,Donovan-Harris,Facilities,INV-36389,33636.98,2025-08-19 12:37:00,Alyssa G.,False,
T105852,V1104,Campbell Ltd,IT,INV-51803,62970.59,2025-08-19 12:50:00,Neil T.,False,
T100451,V1052,Martin Group,Legal,INV-84928,120439.59,2025-08-19 12:58:00,Timothy W.,False,
T100855,V1055,Horton-Cross,Marketing,INV-60965,41276.91,2025-08-19 13:37:00,Kirsten W.,False,
T103273,V1053,Barrera-Martin,Legal,INV-26478,96459.82,2025-08-19 13:53:00,Crystal I.,False,
T100727,V1139,Oconnell Inc,IT,INV-22119,225698.88,2025-08-19 13:54:00,Barbara B.,False,
T101987,V1114,Salazar-Ball,Procurement,INV-54470,6773.84,2025-08-19 14:01:00,Cole H.,False,
T101363,V1127,Price Ltd,Operations,INV-96431,81434.52,2025-08-19 14:21:00,George S.,False,
T105895,V1050,Ramos PLC,Legal,INV-62185,59450.37,2025-08-19 14:28:00,Ryan R.,False,
T105917,V1104,Campbell Ltd,Legal,INV-82413,35365.4,2025-08-19 14:45:00,Nicholas K.,False,
T103693,V1033,Koch-Decker,Legal,INV-67106,153841.56,2025-08-19 15:47:00,Kelsey W.,False,
T100603,V1080,Fleming Ltd,Operations,INV-46663,23390.1,2025-08-19 15:48:00,Janice S.,False,
T104569,V1046,Owens-Daniel,HR,INV-72973,1627.16,2025-08-19 16:22:00,Brianna L.,False,
T101002,V1052,Martin Group,IT,INV-63282,52574.82,2025-08-19 16:29:00,Wendy B.,False,
T101519,V1086,Garrison and Sons,IT,INV-44048,19075.6,2025-08-19 17:47:00,Diane O.,False,
T101610,V1139,Oconnell Inc,Legal,INV-44517,45684.85,2025-08-19 18:18:00,Rhonda R.,False,
T105343,V1088,Johnson and Sons,HR,INV-12366,135014.32,2025-08-20 07:44:00,Diana V.,False,
T104230,V1034,Allen PLC,Marketing,INV-91436,56604.9,2025-08-20 08:13:00,Benjamin M.,False,
T105863,V1118,Nelson LLC,Marketing,INV-96067,75628.44,2025-08-20 08:27:00,Christie R.,False,
T104479,V1050,Ramos PLC,Legal,INV-91735,42716.25,2025-08-20 09:19:00,Earl S.,False,
T100902,V1069,"Riggs, Roman and Rice",HR,INV-22202,112108.79,2025-08-20 10:04:00,Christopher G.,False,
T103445,V1118,Nelson LLC,HR,INV-55977,24348.33,2025-08-20 10:31:00,Michael S.,False,
T105786,V1001,Rhodes PLC,IT,INV-29882,47023.46,2025-08-20 10:32:00,Reginald J.,False,
T104347,V1043,"Young, Caldwell and Lewis",Operations,INV-98430,82979.4,2025-08-20 11:19:00,Kristen F.,False,
T102379,V1043,"Young, Caldwell and Lewis",HR,INV-84600,74336.63,2025-08-20 11:20:00,Sara J.,False,
T100549,V1070,"Evans, Alvarado and Mcmillan",HR,INV-68341,12745.39,2025-08-20 12:11:00,David C.,False,
T101752,V1052,Martin Group,HR,INV-75622,131167.94,2025-08-20 13:05:00,Raymond H.,False,
